-1.140385508537292480 -8.717648386955261230 0
-1.308984994888305664 -9.955080747604370117 0
-9.227105379104614258 -1.114568352699279785 0
-1.174313545227050781 -1.268157124519348145 0
-1.220271825790405273 -1.167833566665649414 0
-9.671683907508850098 -8.706663846969604492 0
-8.432447910308837891 -9.571844935417175293 0
-1.220004439353942871 -9.135695695877075195 0
-6.936183571815490723 -1.044385910034179688 0
-1.399858355522155762 -1.108876109123229980 0
-1.016303777694702148 -1.136139154434204102 0
-8.653663992881774902 -1.590601563453674316 0
-1.077933788299560547 -1.388848662376403809 0
-7.598508596420288086 -1.218228459358215332 0
-7.068308591842651367 -7.793846726417541504 0
-1.123675346374511719 -1.063885211944580078 0
-8.542154431343078613 -1.240448236465454102 0
-9.812746047973632812 -9.907554984092712402 0
-1.048591852188110352 -9.708492159843444824 0
-1.110761642456054688 -9.927404522895812988 0
-1.410934925079345703 -1.070250630378723145 0
-9.983515739440917969 -1.050897479057312012 0
-1.051672577857971191 -1.211898207664489746 0
-1.005673527717590332 -5.921487808227539062 0
-1.086797356605529785 -1.070526838302612305 0
-6.346052885055541992 -8.586308956146240234 0
-1.130384206771850586 -1.095893859863281250 0
-8.576933145523071289 -9.426237940788269043 0
-1.013930678367614746 -7.248398065567016602 0
-9.300018548965454102 -1.237381935119628906 0
-1.259742856025695801 8.628745675086975098 1
-7.052803039550781250 1.061319708824157715 1
-7.723384499549865723 1.277515172958374023 1
-1.051750183105468750 1.029824256896972656 1
-1.393042445182800293 9.708828926086425781 1
-1.151901483535766602 1.164810299873352051 1
-1.062510251998901367 7.481379508972167969 1
-1.348579287528991699 8.142397403717041016 1
-8.835892677307128906 8.525853157043457031 1
-1.013099193572998047 1.090898752212524414 1
