-7.715286612510681152e-01 -9.309564828872680664e-01 1.000000000000000000e+00
-1.269182443618774414e+00 -1.163877844810485840e+00 1.000000000000000000e+00
-8.866404891014099121e-01 -1.226972937583923340e+00 1.000000000000000000e+00
-1.015425801277160645e+00 -9.865249395370483398e-01 1.000000000000000000e+00
-1.292500138282775879e+00 -1.241504311561584473e+00 1.000000000000000000e+00
-9.454187154769897461e-01 -6.425596475601196289e-01 1.000000000000000000e+00
-9.007318615913391113e-01 -1.001914024353027344e+00 1.000000000000000000e+00
-1.276299476623535156e+00 -1.058730721473693848e+00 1.000000000000000000e+00
-1.225753903388977051e+00 -1.070653080940246582e+00 1.000000000000000000e+00
-1.133446216583251953e+00 -9.525213837623596191e-01 1.000000000000000000e+00
-8.891597986221313477e-01 -9.464945197105407715e-01 1.000000000000000000e+00
-1.293429255485534668e+00 -1.194889903068542480e+00 1.000000000000000000e+00
-9.494414329528808594e-01 -7.806323766708374023e-01 1.000000000000000000e+00
-7.183268070220947266e-01 -1.348600387573242188e+00 1.000000000000000000e+00
-1.016361832618713379e+00 -8.530919551849365234e-01 1.000000000000000000e+00
-7.552614808082580566e-01 -1.213143944740295410e+00 1.000000000000000000e+00
-1.313044428825378418e+00 -7.660488486289978027e-01 1.000000000000000000e+00
-8.333392143249511719e-01 -1.051877498626708984e+00 1.000000000000000000e+00
-9.271129965782165527e-01 -7.505900859832763672e-01 1.000000000000000000e+00
-8.560028076171875000e-01 -5.604547262191772461e-01 1.000000000000000000e+00
-8.733651638031005859e-01 -9.955639839172363281e-01 1.000000000000000000e+00
-7.027913331985473633e-01 -7.976455092430114746e-01 1.000000000000000000e+00
-9.780493378639221191e-01 -6.949425935745239258e-01 1.000000000000000000e+00
-8.592894077301025391e-01 -1.056941270828247070e+00 1.000000000000000000e+00
-9.859604835510253906e-01 -1.186649084091186523e+00 1.000000000000000000e+00
-1.001667857170104980e+00 1.236961007118225098e+00 2.000000000000000000e+00
-1.121150970458984375e+00 6.974641084671020508e-01 2.000000000000000000e+00
-7.474019527435302734e-01 8.768717050552368164e-01 2.000000000000000000e+00
-9.220796227455139160e-01 8.775246739387512207e-01 2.000000000000000000e+00
-1.121710181236267090e+00 1.025541305541992188e+00 2.000000000000000000e+00
-1.153490066528320312e+00 1.027001261711120605e+00 2.000000000000000000e+00
-1.539498090744018555e+00 9.304425716400146484e-01 2.000000000000000000e+00
-8.937018513679504395e-01 1.002026915550231934e+00 2.000000000000000000e+00
-1.152464747428894043e+00 1.162949085235595703e+00 2.000000000000000000e+00
-1.156946659088134766e+00 7.421135902404785156e-01 2.000000000000000000e+00
-1.199352264404296875e+00 9.096333384513854980e-01 2.000000000000000000e+00
-1.213524460792541504e+00 6.357624530792236328e-01 2.000000000000000000e+00
-8.076357245445251465e-01 1.080220103263854980e+00 2.000000000000000000e+00
-8.295283317565917969e-01 1.226336717605590820e+00 2.000000000000000000e+00
-1.155443787574768066e+00 1.063140511512756348e+00 2.000000000000000000e+00
-8.486957550048828125e-01 1.118836402893066406e+00 2.000000000000000000e+00
-1.151049613952636719e+00 1.283939003944396973e+00 2.000000000000000000e+00
-8.740274906158447266e-01 1.189716935157775879e+00 2.000000000000000000e+00
-1.204885482788085938e+00 1.303804516792297363e+00 2.000000000000000000e+00
-1.196349143981933594e+00 1.375020265579223633e+00 2.000000000000000000e+00
-1.125646233558654785e+00 9.341952800750732422e-01 2.000000000000000000e+00
-1.040191650390625000e+00 1.115274548530578613e+00 2.000000000000000000e+00
-1.206664562225341797e+00 1.237285494804382324e+00 2.000000000000000000e+00
-1.021550774574279785e+00 8.430293202400207520e-01 2.000000000000000000e+00
-9.464971423149108887e-01 1.279269814491271973e+00 2.000000000000000000e+00
-1.398143768310546875e+00 9.516885876655578613e-01 2.000000000000000000e+00
5.799570083618164062e-01 9.185713529586791992e-01 3.000000000000000000e+00
1.300728321075439453e+00 1.075618863105773926e+00 3.000000000000000000e+00
1.115226387977600098e+00 7.733441591262817383e-01 3.000000000000000000e+00
7.876659035682678223e-01 7.790283560752868652e-01 3.000000000000000000e+00
1.489845991134643555e+00 8.284861445426940918e-01 3.000000000000000000e+00
1.241559028625488281e+00 9.914584159851074219e-01 3.000000000000000000e+00
8.836813569068908691e-01 8.155103921890258789e-01 3.000000000000000000e+00
9.002844095230102539e-01 9.541243314743041992e-01 3.000000000000000000e+00
1.446290850639343262e+00 1.044397830963134766e+00 3.000000000000000000e+00
1.324663996696472168e+00 9.883584976196289062e-01 3.000000000000000000e+00
1.260576963424682617e+00 8.218754529953002930e-01 3.000000000000000000e+00
7.214957475662231445e-01 1.119976162910461426e+00 3.000000000000000000e+00
6.280596256256103516e-01 9.999339580535888672e-01 3.000000000000000000e+00
9.221917390823364258e-01 1.453510284423828125e+00 3.000000000000000000e+00
1.011156916618347168e+00 1.090047478675842285e+00 3.000000000000000000e+00
8.844446539878845215e-01 1.020695567131042480e+00 3.000000000000000000e+00
9.939062595367431641e-01 6.541695594787597656e-01 3.000000000000000000e+00
7.233046293258666992e-01 9.039636254310607910e-01 3.000000000000000000e+00
1.065791368484497070e+00 1.306228995323181152e+00 3.000000000000000000e+00
9.100093245506286621e-01 9.866778850555419922e-01 3.000000000000000000e+00
9.730069637298583984e-01 8.326469659805297852e-01 3.000000000000000000e+00
9.304832220077514648e-01 9.635996222496032715e-01 3.000000000000000000e+00
1.216600894927978516e+00 1.178805947303771973e+00 3.000000000000000000e+00
1.188045978546142578e+00 7.524825334548950195e-01 3.000000000000000000e+00
9.394028186798095703e-01 1.307331800460815430e+00 3.000000000000000000e+00
